   1    7   9.954360707907e-02
   2    7   1.572916743784e+00
   3    7   1.753613250297e+00
   4    7   1.635544170049e+00
   1   10   2.473883330994e-02
   2   10   1.620378317709e+00
   3   10   2.059916559651e+00
   4   10   2.421868085912e+00
   1   13   1.593529174105e-03
   2   13   6.367194810703e-01
   3   13   9.398100567709e-01
   4   13   3.482118090730e+00
   7   14   6.300234987740e-01
  10   14   5.516050539564e-01
  13   14   1.258838900664e-01
   5   16   1.091232709839e+00
   8   16   9.554079791643e-01
  11   16   2.180372934494e-01
   7   17   6.300234987740e-01
  10   17   5.516050539564e-01
  13   17   1.258838900664e-01
   6   18   1.091232709839e+00
   9   18   9.554079791643e-01
  12   18   2.180372934494e-01
   7   19   1.890070496322e+00
  10   19   1.654815161869e+00
  13   19   3.776516701992e-01
   7   20   7.859927595159e-01
  10   20   1.159822068889e+00
  13   20   7.093338350886e-01
   5   22   1.361379393863e+00
   8   22   2.008870751056e+00
  11   22   1.228602241901e+00
   7   23   7.859927595159e-01
  10   23   1.159822068889e+00
  13   23   7.093338350886e-01
   6   24   1.361379393863e+00
   9   24   2.008870751056e+00
  12   24   1.228602241901e+00
   7   25   2.357978278548e+00
  10   25   3.479466206668e+00
  13   25   2.128001505266e+00
