     1     1     1     1   2.273138504007746
     1     1     1     2  -0.190190490993623
     1     2     1     2   0.480899477975766
     1     1     2     2   0.025306194511548
     2     1     2     2  -0.005660362090572
     1     2     2     2  -0.005660362090572
     2     2     2     2   0.343489374379955
     1     1     1     3   0.253539665499809
     1     2     1     3   0.371919849791686
     1     3     1     3   0.383815581097117
     1     1     2     3  -0.014344740520292
     2     1     2     3   0.078420234863890
     1     2     2     3   0.000259872615499
     2     2     2     3   0.303443177675139
     1     3     2     3  -0.002280542890640
     2     3     2     3   0.302370432219525
     1     1     3     3   0.033320199960213
     2     1     3     3   0.064001414110116
     3     1     3     3   0.064243567487018
     1     2     3     3   0.064001414110116
     2     2     3     3   0.271298914527456
     3     2     3     3   0.271567386086094
     1     3     3     3   0.064243567487018
     2     3     3     3   0.271567386086094
     3     3     3     3   0.273849975689064
     1     1     1     4   0.106106925583779
     1     2     1     4   0.220217135502118
     1     3     1     4   0.241715580808343
     1     4     1     4   0.212910072988850
     1     1     2     4  -0.005927641748488
     2     1     2     4   0.033214912138459
     1     2     2     4   0.000081878686169
     2     2     2     4   0.187368496945583
     1     3     2     4  -0.000958670921212
     2     3     2     4   0.204068492016097
     1     4     2     4  -0.000402164794267
     2     4     2     4   0.195113387462086
     1     1     3     4   0.013998581437629
     2     1     3     4   0.027138610253560
     3     1     3     4   0.027217562179069
     1     2     3     4   0.037845227437528
     2     2     3     4   0.169255879056167
     3     2     3     4   0.171030855375161
     1     3     3     4   0.040797545471612
     2     3     3     4   0.185633355651257
     3     3     3     4   0.189176115869622
     1     4     3     4   0.036247421811607
     2     4     3     4   0.180602675945746
     3     4     3     4   0.186970724118341
     1     1     4     4   0.005881876399770
     2     1     4     4   0.016044526392876
     3     1     4     4   0.017283919530502
     4     1     4     4   0.015347143365107
     1     2     4     4   0.016044526392876
     2     2     4     4   0.107272384138893
     3     2     4     4   0.119134541558560
     4     2     4     4   0.119471795895511
     1     3     4     4   0.017283919530502
     2     3     4     4   0.119134541558560
     3     3     4     4   0.133684017025559
     4     3     4     4   0.137099981179332
     1     4     4     4   0.015347143365107
     2     4     4     4   0.119471795895511
     3     4     4     4   0.137099981179332
     4     4     4     4   0.150966843547712
     1     5     1     5   0.446097465372308
     1     5     2     5  -0.003056306754256
     2     5     2     5   0.329478667962150
     1     5     3     5   0.074377414078759
     2     5     3     5   0.292574229446996
     3     5     3     5   0.292510734139686
     1     5     4     5   0.031505744690107
     2     5     4     5   0.181640909787990
     3     5     4     5   0.198735640117327
     4     5     4     5   0.192053119925684
     1     1     5     5   0.008453740223238
     2     1     5     5   0.011391008108404
     3     1     5     5   0.010598394457934
     4     1     5     5   0.005571140623608
     1     2     5     5   0.011391008108404
     2     2     5     5   0.070277094108186
