   1    1   6.785460611276e+00
   1    2  -1.518259973049e+00
   2    2   5.007229719535e-01
   1    3   2.928157236510e-02
   2    3   9.787340113189e-02
   3    3   8.835000000000e-02
   1    4   3.865597137696e-03
   2    4   2.849215663682e-02
   3    4   3.202268683689e-02
   4    4   2.685000000000e-02
   5    5   4.057265704812e-01
   6    6   4.057265704812e-01
   7    7   4.057265704812e-01
   5    8   1.607032546608e-01
   8    8   1.504500000000e-01
   6    9   1.607032546608e-01
   9    9   1.504500000000e-01
   7   10   1.607032546608e-01
  10   10   1.504500000000e-01
   5   11   1.403380854103e-02
   8   11   2.098467221476e-02
  11   11   2.775000000000e-02
   6   12   1.403380854103e-02
   9   12   2.098467221476e-02
  12   12   2.775000000000e-02
   7   13   1.403380854103e-02
  10   13   2.098467221476e-02
  13   13   2.775000000000e-02
   1   14  -1.450386665668e-01
   2   14   1.426041814539e-01
   3   14   7.785458190095e-02
   4   14   1.865431515882e-02
  14   14   5.100333333333e-01
  15   15   8.239000000000e-01
  16   16   8.239000000000e-01
   1   17  -1.450386665668e-01
   2   17   1.426041814539e-01
   3   17   7.785458190095e-02
   4   17   1.865431515882e-02
  14   17  -3.923333333333e-02
  17   17   5.100333333333e-01
  18   18   8.239000000000e-01
   1   19  -1.450386665668e-01
   2   19   1.426041814539e-01
   3   19   7.785458190095e-02
   4   19   1.865431515882e-02
  14   19  -3.923333333333e-02
  17   19  -3.923333333333e-02
  19   19   5.100333333333e-01
   1   20  -2.810966127078e-02
   2   20   1.012017540594e-02
   3   20   2.800939621811e-02
   4   20   2.369239253856e-02
  14   20   1.018879020293e-01
  17   20  -4.269546354115e-02
  19   20  -4.269546354115e-02
  20   20   1.564333333333e-01
  15   21   2.168750483557e-01
  21   21   2.527000000000e-01
  16   22   2.168750483557e-01
  22   22   2.527000000000e-01
   1   23  -2.810966127078e-02
   2   23   1.012017540594e-02
   3   23   2.800939621811e-02
   4   23   2.369239253856e-02
  14   23  -4.269546354115e-02
  17   23   1.018879020293e-01
  19   23  -4.269546354115e-02
  20   23  -1.203333333333e-02
  23   23   1.564333333333e-01
  18   24   2.168750483557e-01
  24   24   2.527000000000e-01
   1   25  -2.810966127078e-02
   2   25   1.012017540594e-02
   3   25   2.800939621811e-02
   4   25   2.369239253856e-02
  14   25  -4.269546354115e-02
  17   25  -4.269546354115e-02
  19   25   1.018879020293e-01
  20   25  -1.203333333333e-02
  23   25  -1.203333333333e-02
  25   25   1.564333333333e-01
