   1    1  -1.472741877474e+01
   1    2   1.714115937868e+00
   2    2  -2.089743212443e+00
   1    3  -1.251243361597e+00
   2    3  -1.451795625796e+00
   3    3  -1.549129398700e+00
   1    4  -5.217531898047e-01
   2    4  -8.661692845817e-01
   3    4  -9.725794040427e-01
   4    4  -8.539974304553e-01
   5    5  -1.794815500023e+00
   6    6  -1.794815500023e+00
   7    7  -1.794815500023e+00
   5    8  -1.118497775847e+00
   8    8  -1.043914382541e+00
   6    9  -1.118497775847e+00
   9    9  -1.043914382541e+00
   7   10  -1.118497775847e+00
  10   10  -1.043914382541e+00
   5   11  -2.821647099746e-01
   8   11  -3.597761345727e-01
  11   11  -4.483325582595e-01
   6   12  -2.821647099746e-01
   9   12  -3.597761345727e-01
  12   12  -4.483325582595e-01
   7   13  -2.821647099746e-01
  10   13  -3.597761345727e-01
  13   13  -4.483325582595e-01
   1   14  -2.296803753451e-01
   2   14  -1.208322568249e+00
   3   14  -1.079208612882e+00
   4   14  -5.963055471903e-01
  14   14  -1.651703182812e+00
  15   15  -1.651703182812e+00
  16   16  -1.651703182812e+00
   1   17  -2.296803753451e-01
   2   17  -1.208322568249e+00
   3   17  -1.079208612882e+00
   4   17  -5.963055471903e-01
  14   17  -5.505677276041e-01
  17   17  -1.651703182812e+00
  18   18  -1.651703182812e+00
   1   19  -2.296803753451e-01
   2   19  -1.208322568249e+00
   3   19  -1.079208612882e+00
   4   19  -5.963055471903e-01
  14   19  -5.505677276041e-01
  17   19  -5.505677276041e-01
  19   19  -1.651703182812e+00
   1   20  -3.607679762587e-02
   2   20  -6.130360419902e-01
   3   20  -6.874788421280e-01
   4   20  -5.957560212485e-01
  14   20  -7.486195564479e-01
  17   20  -2.495398521493e-01
  19   20  -2.495398521493e-01
  20   20  -9.147393781254e-01
  15   21  -7.486195564479e-01
  21   21  -9.147393781254e-01
  16   22  -7.486195564479e-01
  22   22  -9.147393781254e-01
   1   23  -3.607679762587e-02
   2   23  -6.130360419902e-01
   3   23  -6.874788421280e-01
   4   23  -5.957560212485e-01
  14   23  -2.495398521493e-01
  17   23  -7.486195564479e-01
  19   23  -2.495398521493e-01
  20   23  -3.049131260418e-01
  23   23  -9.147393781254e-01
  18   24  -7.486195564479e-01
  24   24  -9.147393781254e-01
   1   25  -3.607679762587e-02
   2   25  -6.130360419902e-01
   3   25  -6.874788421280e-01
   4   25  -5.957560212485e-01
  14   25  -2.495398521493e-01
  17   25  -2.495398521493e-01
  19   25  -7.486195564479e-01
  20   25  -3.049131260418e-01
  23   25  -3.049131260418e-01
  25   25  -9.147393781254e-01
